"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"3411",3411,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"3412",3412,"Michoacán","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","No",30
"3413",3413,"Guanajuato","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí",NA,25
"3414",3414,"Puebla","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",11
"3415",3415,"Querétaro","Mujeres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3416",3416,"Guerrero","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",19
"3417",3417,"CDMX","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",26
"3418",3418,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",25
"3419",3419,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",28
"3420",3420,"CDMX","Mujeres","51 - 60","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","No","No",17
"3421",3421,"Sinaloa","Hombres","70 o más","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios","Sí","No",23
"3422",3422,"Estado de México","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",20
"3423",3423,"Jalisco","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",27
"3424",3424,"Jalisco","Hombres","51 - 60","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3425",3425,"CDMX","Mujeres","51 - 60","Licenciatura","Sin empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",20
"3426",3426,"CDMX","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"3427",3427,"Morelos","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",18
"3428",3428,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Otro/prefiere no decir","La vida sigue con cambios menores","Sí","No",29
"3429",3429,"Jalisco","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",22
"3430",3430,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"3431",3431,"Jalisco","Mujeres","61 - 70","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",24
"3432",3432,NA,"Hombres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",24
"3433",3433,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",30
"3434",3434,"CDMX","Mujeres",NA,"Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",28
"3435",3435,"Jalisco","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",25
"3436",3436,"CDMX","Hombres","61 - 70","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"3437",3437,"Jalisco","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",31
"3438",3438,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",12
"3439",3439,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"3440",3440,"Estado de México","Mujeres","51 - 60","Posgrado","Sin empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",18
"3441",3441,"Oaxaca","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"3442",3442,"CDMX","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",23
"3443",3443,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",28
"3444",3444,"Guanajuato","Hombres","21 - 30","Bachillerato ","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",22
"3445",3445,NA,"Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",34
"3446",3446,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",29
"3447",3447,"CDMX","Mujeres","51 - 60","Bachillerato ","Auto empleo","Soltera(o)","En aislamiento","Sí","No",29
"3448",3448,"CDMX","Mujeres","41 - 50","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",18
"3449",3449,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"3450",3450,"Morelos","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","No","No",21
"3451",3451,"CDMX","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"3452",3452,"Estado de México","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",12
"3453",3453,"Estado de México","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,24
"3454",3454,"CDMX","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","No",17
"3455",3455,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",20
"3456",3456,"CDMX","Hombres","70 o más","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","","Sí","Sí",21
"3457",3457,"CDMX","Mujeres","51 - 60","Licenciatura trunca","Sin empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",25
"3458",3458,"Jalisco","Hombres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",31
"3459",3459,"Estado de México","Mujeres","70 o más","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3460",3460,"Jalisco","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",17
"3461",3461,"CDMX","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí",NA,22
"3462",3462,"CDMX","Hombres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"3463",3463,"Estado de México","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",38
"3464",3464,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios","Sí","No",18
"3465",3465,"CDMX","Mujeres","70 o más","Bachillerato ","Retirado-Jubilado","Divorciada(o)/viuda(o)","En aislamiento","No","No",16
"3466",3466,"CDMX","Hombres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",11
"3467",3467,"Guanajuato","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"3468",3468,"CDMX","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"3469",3469,"Estado de México","Mujeres","51 - 60","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",25
"3470",3470,"CDMX","Hombres","61 - 70","Posgrado","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"3471",3471,"Guanajuato","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",18
"3472",3472,"Michoacán","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",18
"3473",3473,"Estado de México","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",28
"3474",3474,"Baja California Sur","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",13
"3475",3475,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",13
"3476",3476,"CDMX","Mujeres","21 - 30","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",23
"3477",3477,"Veracruz","Mujeres","51 - 60","Licenciatura","Sin empleo","Otro/prefiere no decir","En aislamiento","Sí","Sí",28
"3478",3478,"Jalisco","Mujeres","41 - 50","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"3479",3479,"CDMX","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",23
"3480",3480,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"3481",3481,"CDMX","Hombres","21 - 30","Licenciatura trunca","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"3482",3482,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"3483",3483,"CDMX","Hombres","21 - 30","Licenciatura trunca","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"3484",3484,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"3485",3485,"Morelos","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",34
"3486",3486,"Nayarit","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",11
"3487",3487,"CDMX","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"3488",3488,"CDMX","Hombres","61 - 70","Licenciatura","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","No","No",27
"3489",3489,"Estado de México","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",24
"3490",3490,"Guanajuato","Hombres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",32
"3491",3491,"CDMX",NA,"41 - 50","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",31
"3492",3492,"Morelos","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",20
"3493",3493,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",38
"3494",3494,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",15
"3495",3495,"Morelos","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",16
"3496",3496,"Querétaro","Hombres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"3497",3497,"CDMX","Hombres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"3498",3498,"Querétaro","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue sin cambios","Sí","No",37
"3499",3499,"CDMX","Hombres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"3500",3500,"Quintana Roo","Mujeres","51 - 60","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",33
"3501",3501,"Oaxaca","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",28
"3502",3502,"Nuevo León","Mujeres","51 - 60","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",34
"3503",3503,"Jalisco","Mujeres","51 - 60","Licenciatura","","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",27
"3504",3504,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",26
"3505",3505,"Morelos","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",36
"3506",3506,"CDMX","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",28
"3507",3507,"CDMX","Hombres","70 o más","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"3508",3508,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",32
"3509",3509,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",22
"3510",3510,NA,"Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",27
"3511",3511,"Veracruz","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",28
"3512",3512,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"3513",3513,"Coahuila","Mujeres","51 - 60","Licenciatura trunca","Sin empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",19
"3514",3514,"Guanajuato","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","En aislamiento","No","No",25
"3515",3515,"Veracruz","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"3516",3516,"Quintana Roo","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",22
"3517",3517,"CDMX","Mujeres",NA,"Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"3518",3518,"Jalisco","Hombres","51 - 60","Bachillerato ","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"3519",3519,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",20
"3520",3520,"CDMX","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"3521",3521,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3522",3522,"Estado de México","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"3523",3523,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Otro/prefiere no decir","En aislamiento","Sí","No",23
"3524",3524,"Yucatán","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3525",3525,"Estado de México","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",17
"3526",3526,"Morelos","Hombres","70 o más","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"3527",3527,"Puebla","Mujeres","61 - 70","Posgrado","Sin empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",29
"3528",3528,"Puebla","Hombres","70 o más","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",16
"3529",3529,NA,"Mujeres","51 - 60","Licenciatura trunca","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí",NA,20
"3530",3530,"Aguascalientes",NA,"31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","No",20
"3531",3531,"CDMX","Mujeres","51 - 60","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",22
"3532",3532,"Puebla","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",15
"3533",3533,"Jalisco","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",24
"3534",3534,"Guanajuato","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"3535",3535,"Querétaro","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",25
"3536",3536,"CDMX","Mujeres","41 - 50","Bachillerato ","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",32
"3537",3537,"Guanajuato","Mujeres","31 - 40","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",19
"3538",3538,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",11
"3539",3539,"CDMX","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",43
"3540",3540,NA,"Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",23
